A person is running. 	 a person is running
human runs forward 	 human runs forward
A person walks forwards after a little hop. 	 a person walks forwards after a little hop
A person jumps and starts walking 	 a person jumps and starts walking
A person jumps and walks a few steps forward. 	 a person jumps and walks a few steps forward
A human running 	 a human running
A person walks five quick steps forward. 	 a person walks 5 quick steps forward
A person walks. 	 a person walks
A person walks forward and turns around. 	 a person walks forward and turns around
The human turns on the spot with a high momentum. 	 the human turns on the spot with a high momentum
A person makes to steps in the front and then a swinging 180° change of direction. 	 a person makes to steps in the front and then a swinging 180 degrees change of direction
A person makes a U-turn. 	 a person makes a u turn
Person walking and turning on one foot 	 person walking and turning on 1 foot
Someone turns zestful about-face while walking. 	 someone turns zestful about face while walking
A person walks little bit and then makes a sharp turn to the left. 	 a person walks little bit and then makes a sharp turn to the left
A person walks ahead, does a 180° turn and walks back. 	 a person walks ahead does a 180 degrees turn and walks back
A person turns 180 degrees on his left foot. 	 a person turns 180 degrees on his left foot
A person performs a little hop. 	 a person performs a little hop
A person jumps vertically off the ground with both feet. 	 a person jumps vertically off the ground with both feet
A person performs a jump 	 a person performs a jump
A person performs an upright jump. 	 a person performs an upright jump
A human jumps in place. 	 a human jumps in place
A person goes down and folds it's Arms 	 a person goes down and folds it is arms
A human walks a quarter of a circle to the left. 	 a human walks a quarter of a circle to the left
The human perfoms a left turn 	 the human performs a left turn
A person goes upstairs then goes downstairs. 	 a person goes upstairs then goes downstairs
A person waves with the left hand. 	 a person waves with the left hand
A person wipes something horizontal 	 a person wipes something horizontal
A person greets with his left hand. 	 a person greets with his left hand
A person moves in a circle clockwise. 	 a person moves in a circle clockwise
A human walks a small circle to its left. 	 a human walks a small circle to its left
Someone who walks slowly and looks around. 	 someone who walks slowly and looks around
A human performs a 45° side step to the front, back and front again. 	 a human performs a 45 degrees side step to the front back and front again
A person walks counter-clockwise in a circle. 	 a person walks counter clockwise in a circle
A person walks in a circle. 	 a person walks in a circle
Somebody walks a circle anticlockwise. 	 somebody walks a circle anticlockwise
